,Date,Statecode,confirmed,active,deaths,recovered
3846,2020-06-13,Tamil Nadu,42687,18881,397,23409
3847,2020-06-13,Tripura,1046,730,1,315
3849,2020-06-13,Uttar Pradesh,13118,4858,385,7875
3850,2020-06-13,Uttarkhand,1785,685,23,1077
3851,2020-06-13,West Bengal,10698,5693,463,4542
3852,2020-06-14,Andaman and Nicobar Islands,40,7,0,33
3853,2020-06-14,Andhra Pradesh,6152,2752,84,3316
3854,2020-06-14,Arunachal Pradesh,91,84,0,7
3855,2020-06-14,Assam,4119,2150,8,1961
3856,2020-06-14,Bihar,6475,2464,36,3975
3857,2020-06-14,Chandigarh,352,52,5,295
3858,2020-06-14,Chattisgarh,1671,943,9,719
3859,2020-06-14,Delhi,41182,24032,1327,15823
3860,2020-06-14,dadra and Nagar Haveli and daman and diu,38,36,0,2
3861,2020-06-14,Goa,564,490,0,74
3862,2020-06-14,Gujarat,23590,5779,1478,16333
3863,2020-06-14,Himachal Pradesh,518,185,7,326
3864,2020-06-14,Haryana,7208,4117,88,3003
3865,2020-06-14,Jharkand,1763,850,8,905
3866,2020-06-14,Jammu and Kashmir,5041,2593,59,2389
3867,2020-06-14,Karnataka,7000,2955,85,3960
3868,2020-06-14,kerala,2462,1341,20,1101
3869,2020-06-14,Ladakh,549,468,1,80
3870,2020-06-14,Maharashtra,107958,53030,3950,50978
3871,2020-06-14,Meghalaya,44,17,1,26
3872,2020-06-14,Manipur,458,367,0,91
3873,2020-06-14,Madhya Pradesh,10802,2666,459,7677
3874,2020-06-14,Mizoram,112,111,0,1
3875,2020-06-14,Nagaland,173,85,0,88
3876,2020-06-14,Odisha,3909,1187,14,2708
3877,2020-06-14,Punjab,3140,717,67,2356
3878,2020-06-14,Puducherry,194,99,4,91
3879,2020-06-14,Rajasthan,12694,2836,292,9566
3880,2020-06-14,Sikkim,68,64,0,4
3881,2020-06-14,Telangana,4974,2412,185,2377
3882,2020-06-14,Tamil Nadu,44661,19679,435,24547
3883,2020-06-14,Tripura,1079,645,1,433
3885,2020-06-14,Uttar Pradesh,13615,4948,399,8268
3886,2020-06-14,Uttarkhand,1819,684,24,1111
3887,2020-06-14,West Bengal,11087,5552,475,5060
3888,2020-06-15,Andaman and Nicobar Islands,41,8,0,33
3889,2020-06-15,Andhra Pradesh,6456,2985,86,3385
3890,2020-06-15,Arunachal Pradesh,95,88,0,7
3891,2020-06-15,Assam,4310,2096,8,2206
3892,2020-06-15,Bihar,6662,2398,38,4226
3893,2020-06-15,Chandigarh,357,50,6,301
3894,2020-06-15,Chattisgarh,1715,863,9,843
3895,2020-06-15,Delhi,42829,25002,1400,16427
3896,2020-06-15,dadra and Nagar Haveli and daman and diu,38,36,0,2
3897,2020-06-15,Goa,592,507,0,85
3898,2020-06-15,Gujarat,24104,5926,1506,16672
3899,2020-06-15,Himachal Pradesh,556,207,7,342
3900,2020-06-15,Haryana,7722,4057,100,3565
3901,2020-06-15,Jharkand,1793,784,9,1000
3902,2020-06-15,Jammu and Kashmir,5220,2554,62,2604
3903,2020-06-15,Karnataka,7213,2992,87,4134
3904,2020-06-15,kerala,2544,1349,21,1174
3905,2020-06-15,Ladakh,555,472,1,82
3906,2020-06-15,Maharashtra,110744,50567,4128,56049
3907,2020-06-15,Meghalaya,44,17,1,26
3908,2020-06-15,Manipur,490,339,0,151
3909,2020-06-15,Madhya Pradesh,10935,2567,465,7903
3910,2020-06-15,Mizoram,117,116,0,1
3911,2020-06-15,Nagaland,177,89,0,88
3912,2020-06-15,Odisha,4055,1187,14,2854
3913,2020-06-15,Punjab,3267,753,71,2443
3914,2020-06-15,Puducherry,202,103,4,95
3915,2020-06-15,Rajasthan,12981,2895,301,9785
3916,2020-06-15,Sikkim,68,64,0,4
3917,2020-06-15,Telangana,5193,2240,187,2766
3918,2020-06-15,Tamil Nadu,46504,20681,479,25344
3919,2020-06-15,Tripura,1089,655,1,433
3921,2020-06-15,Uttar Pradesh,14091,5064,417,8610
3922,2020-06-15,Uttarkhand,1845,632,24,1189
3923,2020-06-15,West Bengal,11494,5515,485,5494
3924,2020-06-16,Andaman and Nicobar Islands,44,11,0,33
3925,2020-06-16,Andhra Pradesh,6720,3119,88,3513
3926,2020-06-16,Arunachal Pradesh,99,92,0,7
3927,2020-06-16,Assam,4511,2091,8,2412
3928,2020-06-16,Bihar,6810,2200,39,4571
3929,2020-06-16,Chandigarh,365,57,6,302
3930,2020-06-16,Chattisgarh,1784,841,9,934
3931,2020-06-16,Delhi,44688,26351,1837,16500
3932,2020-06-16,dadra and Nagar Haveli and daman and diu,52,43,0,9
3933,2020-06-16,Goa,629,544,0,85
3934,2020-06-16,Gujarat,24628,6004,1534,17090
3935,2020-06-16,Himachal Pradesh,560,192,7,361
3936,2020-06-16,Haryana,8272,4406,118,3748
3937,2020-06-16,Jharkand,1839,709,9,1121
3938,2020-06-16,Jammu and Kashmir,5298,2454,63,2781
3939,2020-06-16,Karnataka,7530,2980,94,4456
3940,2020-06-16,kerala,2623,1368,21,1234
3941,2020-06-16,Ladakh,649,563,1,85
3942,2020-06-16,Maharashtra,113445,50057,5537,57851
3943,2020-06-16,Meghalaya,44,15,1,28
3944,2020-06-16,Manipur,500,341,0,159
3945,2020-06-16,Madhya Pradesh,11083,2455,476,8152
3946,2020-06-16,Mizoram,121,120,0,1
3947,2020-06-16,Nagaland,179,76,0,103
3948,2020-06-16,Odisha,4163,1175,14,2974
3949,2020-06-16,Punjab,3371,838,72,2461
3950,2020-06-16,Puducherry,216,113,4,99
3951,2020-06-16,Rajasthan,13216,2946,308,9962
3952,2020-06-16,Sikkim,68,64,0,4
3953,2020-06-16,Telangana,5406,2188,191,3027
3954,2020-06-16,Tamil Nadu,48019,20709,528,26782
3955,2020-06-16,Tripura,1090,533,1,556
3957,2020-06-16,Uttar Pradesh,14598,5259,435,8904
3958,2020-06-16,Uttarkhand,1942,701,25,1216
3959,2020-06-16,West Bengal,11909,5386,495,6028
3960,2020-06-17,Andaman and Nicobar Islands,44,11,0,33
3961,2020-06-17,Andhra Pradesh,7071,3340,90,3641
3962,2020-06-17,Arunachal Pradesh,103,93,0,10
3963,2020-06-17,Assam,4695,2044,8,2643
3964,2020-06-17,Bihar,6940,2125,39,4776
3965,2020-06-17,Chandigarh,370,58,6,306
3966,2020-06-17,Chattisgarh,1864,756,9,1099
3967,2020-06-17,Delhi,47102,27741,1904,17457
3968,2020-06-17,dadra and Nagar Haveli and daman and diu,57,45,0,12
3969,2020-06-17,Goa,656,560,0,96
3970,2020-06-17,Gujarat,25148,6149,1561,17438
3971,2020-06-17,Himachal Pradesh,585,210,7,368
3972,2020-06-17,Haryana,8832,4750,130,3952
3973,2020-06-17,Jharkand,1896,735,10,1151
3974,2020-06-17,Jammu and Kashmir,5406,2428,64,2914
3975,2020-06-17,Karnataka,7734,2828,102,4804
3976,2020-06-17,kerala,2698,1353,21,1324
3977,2020-06-17,Ladakh,687,594,1,92
3978,2020-06-17,Maharashtra,116752,51935,5651,59166
3979,2020-06-17,Meghalaya,43,11,1,31
3980,2020-06-17,Manipur,552,360,0,192
3981,2020-06-17,Madhya Pradesh,11244,2374,482,8388
3982,2020-06-17,Mizoram,121,120,0,1
3983,2020-06-17,Nagaland,193,90,0,103
3984,2020-06-17,Odisha,4338,1277,14,3047
3985,2020-06-17,Punjab,3497,881,78,2538
3986,2020-06-17,Puducherry,245,131,5,109
3987,2020-06-17,Rajasthan,13542,2762,313,10467
3988,2020-06-17,Sikkim,70,66,0,4
3989,2020-06-17,Telangana,5675,2412,192,3071
3990,2020-06-17,Tamil Nadu,50193,21993,576,27624
3991,2020-06-17,Tripura,1133,576,1,556
3993,2020-06-17,Uttar Pradesh,15181,5477,465,9239
3994,2020-06-17,Uttarkhand,2023,743,26,1254
3995,2020-06-17,West Bengal,12300,5261,506,6533
3996,2020-06-18,Andaman and Nicobar Islands,45,10,0,35
3997,2020-06-18,Andhra Pradesh,7496,3632,92,3772
3998,2020-06-18,Arunachal Pradesh,103,92,0,11
3999,2020-06-18,Assam,4904,2046,9,2849
4000,2020-06-18,Bihar,7040,2035,44,4961
4001,2020-06-18,Chandigarh,374,62,6,306
4002,2020-06-18,Chattisgarh,1946,735,9,1202
4003,2020-06-18,Delhi,49979,26669,1969,21341
4004,2020-06-18,dadra and Nagar Haveli and daman and diu,61,47,0,14
4005,2020-06-18,Goa,705,596,0,109
4006,2020-06-18,Gujarat,25658,6239,1592,17827
4007,2020-06-18,Himachal Pradesh,595,215,7,373
4008,2020-06-18,Haryana,9218,4528,134,4556
4009,2020-06-18,Jharkand,1919,710,11,1198
4010,2020-06-18,Jammu and Kashmir,5555,2340,71,3144
4011,2020-06-18,Karnataka,7944,2850,114,4980
4012,2020-06-18,kerala,2795,1360,22,1413
4013,2020-06-18,Ladakh,687,591,1,95
4014,2020-06-18,Maharashtra,120504,53915,5751,60838
4015,2020-06-18,Meghalaya,43,10,1,32
4016,2020-06-18,Manipur,606,407,0,199
4017,2020-06-18,Madhya Pradesh,11426,2308,486,8632
4018,2020-06-18,Mizoram,130,129,0,1
4019,2020-06-18,Nagaland,193,84,0,109
4020,2020-06-18,Odisha,4512,1354,14,3144
4021,2020-06-18,Punjab,3615,962,83,2570
4022,2020-06-18,Puducherry,271,149,6,116
4023,2020-06-18,Rajasthan,13857,2785,330,10742
4024,2020-06-18,Sikkim,70,65,0,5
4025,2020-06-18,Telangana,6027,2531,195,3301
4026,2020-06-18,Tamil Nadu,52334,23068,625,28641
4027,2020-06-18,Tripura,1154,514,1,639
4029,2020-06-18,Uttar Pradesh,15785,5659,488,9638
4030,2020-06-18,Uttarkhand,2103,691,26,1386
4031,2020-06-18,West Bengal,12735,5216,518,7001
4032,2020-06-19,Andaman and Nicobar Islands,47,12,0,35
4033,2020-06-19,Andhra Pradesh,7961,3960,96,3905
4034,2020-06-19,Arunachal Pradesh,135,121,0,14
4035,2020-06-19,Assam,5006,1930,9,3067
4036,2020-06-19,Bihar,7290,2143,49,5098
4037,2020-06-19,Chandigarh,381,60,6,315
4038,2020-06-19,Chattisgarh,2018,703,10,1305
4039,2020-06-19,Delhi,53116,27512,2035,23569
4040,2020-06-19,dadra and Nagar Haveli and daman and diu,75,61,0,14
4041,2020-06-19,Goa,725,607,0,118
4042,2020-06-19,Gujarat,26198,6412,1619,18167
4043,2020-06-19,Himachal Pradesh,627,235,7,385
4044,2020-06-19,Haryana,9743,4710,144,4889
4045,2020-06-19,Jharkand,1961,615,11,1335
4046,2020-06-19,Jammu and Kashmir,5680,2411,75,3194
4047,2020-06-19,Karnataka,8281,2948,123,5210
4048,2020-06-19,kerala,2913,1382,22,1509
4049,2020-06-19,Ladakh,744,648,1,95
4050,2020-06-19,Maharashtra,124331,55665,5893,62773
4051,2020-06-19,Meghalaya,43,10,1,32
4052,2020-06-19,Manipur,681,463,0,218
4053,2020-06-19,Madhya Pradesh,11582,2339,495,8748
4054,2020-06-19,Mizoram,130,121,0,9
4055,2020-06-19,Nagaland,198,73,0,125
4056,2020-06-19,Odisha,4677,1366,14,3297
4057,2020-06-19,Punjab,3832,1104,92,2636
4058,2020-06-19,Puducherry,287,162,7,118
4059,2020-06-19,Rajasthan,14156,2826,333,10997
4060,2020-06-19,Sikkim,70,49,0,21
4061,2020-06-19,Telangana,6526,2976,198,3352
4062,2020-06-19,Tamil Nadu,54449,23512,666,30271
4063,2020-06-19,Tripura,1181,523,1,657
4065,2020-06-19,Uttar Pradesh,16594,6092,507,9995
4066,2020-06-19,Uttarkhand,2177,718,26,1433
4067,2020-06-19,West Bengal,13090,5258,529,7303
4068,2020-06-20,Andaman and Nicobar Islands,47,12,0,35
4069,2020-06-20,Andhra Pradesh,8452,4240,101,4111
4070,2020-06-20,Arunachal Pradesh,135,120,0,15
4071,2020-06-20,Assam,5255,2043,9,3203
4072,2020-06-20,Bihar,7503,2087,49,5367
4073,2020-06-20,Chandigarh,404,82,6,316
4074,2020-06-20,Chattisgarh,2134,755,11,1368
4075,2020-06-20,Delhi,56746,23340,2112,31294
4076,2020-06-20,dadra and Nagar Haveli and daman and diu,92,66,0,26
4077,2020-06-20,Goa,754,625,0,129
4078,2020-06-20,Gujarat,26737,6396,1639,18702
4079,2020-06-20,Himachal Pradesh,656,244,7,405
4080,2020-06-20,Haryana,10223,4946,149,5128
4081,2020-06-20,Jharkand,2024,609,11,1404
4082,2020-06-20,Jammu and Kashmir,5834,2417,81,3336
4083,2020-06-20,Karnataka,8697,3172,132,5393
4084,2020-06-20,kerala,3040,1452,22,1566
4085,2020-06-20,Ladakh,836,718,1,117
4086,2020-06-20,Maharashtra,128205,58068,5984,64153
4087,2020-06-20,Meghalaya,43,10,1,32
4088,2020-06-20,Manipur,777,545,0,232
4089,2020-06-20,Madhya Pradesh,11724,2343,501,8880
4090,2020-06-20,Mizoram,140,131,0,9
4091,2020-06-20,Nagaland,201,63,0,138
4092,2020-06-20,Odisha,4856,1307,15,3534
4093,2020-06-20,Punjab,3952,1176,98,2678
4094,2020-06-20,Puducherry,338,200,7,131
4095,2020-06-20,Rajasthan,14537,2926,337,11274
4096,2020-06-20,Sikkim,70,49,0,21
4097,2020-06-20,Telangana,7072,3363,203,3506
4098,2020-06-20,Tamil Nadu,56845,24825,704,31316
4099,2020-06-20,Tripura,1189,508,1,680
4101,2020-06-20,Uttar Pradesh,17135,6237,529,10369
4102,2020-06-20,Uttarkhand,2301,824,27,1450
4103,2020-06-20,West Bengal,13531,5126,540,7865
4104,2020-06-21,Andaman and Nicobar Islands,48,11,0,37
4105,2020-06-21,Andhra Pradesh,8929,4516,106,4307
4106,2020-06-21,Arunachal Pradesh,139,118,0,21
4107,2020-06-21,Assam,5587,2173,9,3405
4108,2020-06-21,Bihar,7665,1983,51,5631
4109,2020-06-21,Chandigarh,406,84,6,316
4110,2020-06-21,Chattisgarh,2255,823,11,1421
4111,2020-06-21,Delhi,59746,24558,2175,33013
4112,2020-06-21,dadra and Nagar Haveli and daman and diu,97,70,0,27
4113,2020-06-21,Goa,818,683,0,135
4114,2020-06-21,Gujarat,27317,6296,1664,19357
4115,2020-06-21,Himachal Pradesh,673,249,7,417
4116,2020-06-21,Haryana,10635,4918,160,5557
4117,2020-06-21,Jharkand,2098,681,11,1406
4118,2020-06-21,Jammu and Kashmir,5956,2492,82,3382
4119,2020-06-21,Karnataka,9150,3394,137,5619
4120,2020-06-21,kerala,3173,1492,22,1659
4121,2020-06-21,Ladakh,837,702,1,134
4122,2020-06-21,Maharashtra,132075,60161,6170,65744
4123,2020-06-21,Meghalaya,43,5,1,37
4124,2020-06-21,Manipur,841,591,0,250
4125,2020-06-21,Madhya Pradesh,11903,2373,515,9015
4126,2020-06-21,Mizoram,141,132,0,9
4127,2020-06-21,Nagaland,211,70,0,141
4128,2020-06-21,Odisha,5160,1421,19,3720
4129,2020-06-21,Punjab,4074,1275,99,2700
4130,2020-06-21,Puducherry,366,218,8,140
4131,2020-06-21,Rajasthan,14930,2984,349,11597
4132,2020-06-21,Sikkim,78,53,0,25
4133,2020-06-21,Telangana,7802,3861,210,3731
4134,2020-06-21,Tamil Nadu,59377,25866,757,32754
4135,2020-06-21,Tripura,1224,464,1,759
4137,2020-06-21,Uttar Pradesh,17731,6186,550,10995
4138,2020-06-21,Uttarkhand,2344,817,27,1500
4139,2020-06-21,West Bengal,13945,5093,555,8297
4140,2020-06-22,Andaman and Nicobar Islands,48,11,0,37
4141,2020-06-22,Andhra Pradesh,9372,4826,111,4435
4142,2020-06-22,Arunachal Pradesh,148,126,0,22
4143,2020-06-22,Assam,5854,2279,9,3566
4144,2020-06-22,Bihar,7893,2074,52,5767
4145,2020-06-22,Chandigarh,411,83,6,322
4146,2020-06-22,Chattisgarh,2302,803,12,1487
4147,2020-06-22,Delhi,62655,23820,2233,36602
4148,2020-06-22,dadra and Nagar Haveli and daman and diu,112,85,0,27
4149,2020-06-22,Goa,864,711,1,152
4150,2020-06-22,Gujarat,27880,6278,1685,19917
4151,2020-06-22,Himachal Pradesh,727,291,7,429
4152,2020-06-22,Haryana,11025,4940,169,5916
4153,2020-06-22,Jharkand,2140,660,11,1469
4154,2020-06-22,Jammu and Kashmir,6088,2472,85,3531
4155,2020-06-22,Karnataka,9399,3527,142,5730
4156,2020-06-22,kerala,3311,1542,22,1747
4157,2020-06-22,Ladakh,847,710,1,136
4158,2020-06-22,Maharashtra,135796,61807,6283,67706
4159,2020-06-22,Meghalaya,45,7,1,37
4160,2020-06-22,Manipur,898,648,0,250
4161,2020-06-22,Madhya Pradesh,12078,2342,521,9215
4162,2020-06-22,Mizoram,142,130,0,12
4163,2020-06-22,Nagaland,280,139,0,141
4164,2020-06-22,Odisha,5303,1419,21,3863
4165,2020-06-22,Punjab,4235,1309,101,2825
4166,2020-06-22,Puducherry,383,226,8,149
4167,2020-06-22,Rajasthan,15232,2966,356,11910
4168,2020-06-22,Sikkim,78,49,0,29
4169,2020-06-22,Telangana,8674,4452,217,4005
4170,2020-06-22,Tamil Nadu,62087,27181,794,34112
4171,2020-06-22,Tripura,1240,457,1,782
4173,2020-06-22,Uttar Pradesh,18322,6152,569,11601
4174,2020-06-22,Uttarkhand,2402,853,28,1521
4175,2020-06-22,West Bengal,14358,5102,569,8687
4176,2020-06-23,Andaman and Nicobar Islands,50,10,0,40
4177,2020-06-23,Andhra Pradesh,9834,5123,119,4592
4178,2020-06-23,Arunachal Pradesh,158,120,0,38
4179,2020-06-23,Assam,6057,2285,9,3763
4180,2020-06-23,Bihar,8050,1969,54,6027
4181,2020-06-23,Chandigarh,418,90,6,322
4182,2020-06-23,Chattisgarh,2385,846,12,1527
4183,2020-06-23,Delhi,66602,24988,2301,39313
4184,2020-06-23,dadra and Nagar Haveli and daman and diu,121,94,0,27
4185,2020-06-23,Goa,909,702,2,205
4186,2020-06-23,Gujarat,28429,6197,1711,20521
4187,2020-06-23,Himachal Pradesh,775,336,7,432
4188,2020-06-23,Haryana,11520,4844,178,6498
4189,2020-06-23,Jharkand,2193,662,11,1520
4190,2020-06-23,Jammu and Kashmir,6236,2507,87,3642
4191,2020-06-23,Karnataka,9721,3567,150,6004
4192,2020-06-23,kerala,3452,1622,23,1807
4193,2020-06-23,Ladakh,932,783,1,148
4194,2020-06-23,Maharashtra,139010,62848,6531,69631
4195,2020-06-23,Meghalaya,46,4,1,41
4196,2020-06-23,Manipur,921,663,0,258
4197,2020-06-23,Madhya Pradesh,12261,2401,525,9335
4198,2020-06-23,Mizoram,142,123,0,19
4199,2020-06-23,Nagaland,330,189,0,141
4200,2020-06-23,Odisha,5470,1458,24,3988
4201,2020-06-23,Punjab,4397,1245,105,3047
4202,2020-06-23,Puducherry,402,228,9,165
4203,2020-06-23,Rajasthan,15627,3049,365,12213
4204,2020-06-23,Sikkim,79,50,0,29
4205,2020-06-23,Telangana,9553,5109,220,4224
4206,2020-06-23,Tamil Nadu,64603,28431,833,35339
4207,2020-06-23,Tripura,1263,455,1,807
4209,2020-06-23,Uttar Pradesh,18893,6189,588,12116
4210,2020-06-23,Uttarkhand,2535,903,30,1602
4211,2020-06-23,West Bengal,14728,4930,580,9218
4212,2020-06-24,Andaman and Nicobar Islands,56,15,0,41
4213,2020-06-24,Andhra Pradesh,10331,5423,129,4779
4214,2020-06-24,Arunachal Pradesh,160,121,1,38
4215,2020-06-24,Assam,6283,2315,9,3959
4216,2020-06-24,Bihar,8273,2112,55,6106
4217,2020-06-24,Chandigarh,420,92,6,322
4218,2020-06-24,Chattisgarh,2419,806,12,1601
4219,2020-06-24,Delhi,70390,26588,2365,41437
4220,2020-06-24,dadra and Nagar Haveli and daman and diu,134,104,0,30
4221,2020-06-24,Goa,951,660,2,289
4222,2020-06-24,Gujarat,29001,6169,1736,21096
4223,2020-06-24,Himachal Pradesh,806,333,7,466
4224,2020-06-24,Haryana,12010,4897,188,6925
4225,2020-06-24,Jharkand,2219,632,12,1575
4226,2020-06-24,Jammu and Kashmir,6422,2516,88,3818
4227,2020-06-24,Karnataka,10118,3801,164,6153
4228,2020-06-24,kerala,3604,1693,23,1888
4229,2020-06-24,Ladakh,932,657,1,274
4230,2020-06-24,Maharashtra,142899,62368,6739,73792
4231,2020-06-24,Meghalaya,46,4,1,41
4232,2020-06-24,Manipur,970,642,0,328
4233,2020-06-24,Madhya Pradesh,12448,2441,534,9473
4234,2020-06-24,Mizoram,145,121,0,24
4235,2020-06-24,Nagaland,347,199,0,148
4236,2020-06-24,Odisha,5752,1605,24,4123
4237,2020-06-24,Punjab,4627,1415,113,3099
4238,2020-06-24,Puducherry,461,276,9,176
4239,2020-06-24,Rajasthan,16009,3023,375,12611
4240,2020-06-24,Sikkim,83,44,0,39
4241,2020-06-24,Telangana,10444,5858,225,4361
4242,2020-06-24,Tamil Nadu,67468,28839,866,37763
4243,2020-06-24,Tripura,1263,358,1,904
4245,2020-06-24,Uttar Pradesh,19557,6375,596,12586
4246,2020-06-24,Uttarkhand,2623,867,35,1721
4247,2020-06-24,West Bengal,15173,4880,591,9702
4248,2020-06-25,Andaman and Nicobar Islands,58,17,0,41
4249,2020-06-25,Andhra Pradesh,10884,5760,136,4988
4250,2020-06-25,Arunachal Pradesh,172,129,1,42
4251,2020-06-25,Assam,6647,2604,9,4034
4252,2020-06-25,Bihar,8488,1952,56,6480
4253,2020-06-25,Chandigarh,423,88,6,329
4254,2020-06-25,Chattisgarh,2456,715,12,1729
4255,2020-06-25,Delhi,73780,26586,2429,44765
4256,2020-06-25,dadra and Nagar Haveli and daman and diu,154,116,0,38
4257,2020-06-25,Goa,995,658,2,335
4258,2020-06-25,Gujarat,29578,6318,1754,21506
4259,2020-06-25,Himachal Pradesh,839,357,8,474
4260,2020-06-25,Haryana,12463,4885,198,7380
4261,2020-06-25,Jharkand,2263,646,12,1605
4262,2020-06-25,Jammu and Kashmir,6549,2492,90,3967
4263,2020-06-25,Karnataka,10560,3718,170,6672
4264,2020-06-25,kerala,3727,1763,23,1941
4265,2020-06-25,Ladakh,941,582,1,358
4266,2020-06-25,Maharashtra,147741,63357,6931,77453
4267,2020-06-25,Meghalaya,46,3,1,42
4268,2020-06-25,Manipur,1056,702,0,354
4269,2020-06-25,Madhya Pradesh,12595,2434,542,9619
4270,2020-06-25,Mizoram,145,115,0,30
4271,2020-06-25,Nagaland,355,195,0,160
4272,2020-06-25,Odisha,5962,1647,24,4291
4273,2020-06-25,Punjab,4769,1457,120,3192
4274,2020-06-25,Puducherry,502,306,9,187
4275,2020-06-25,Rajasthan,16296,3077,379,12840
4276,2020-06-25,Sikkim,85,46,0,39
4277,2020-06-25,Telangana,11364,6446,230,4688
4278,2020-06-25,Tamil Nadu,70977,30067,911,39999
4279,2020-06-25,Tripura,1295,268,1,1026
4281,2020-06-25,Uttar Pradesh,20193,6463,611,13119
4282,2020-06-25,Uttarkhand,2691,897,36,1758
4283,2020-06-25,West Bengal,15648,4852,606,10190
4284,2020-06-26,Andaman and Nicobar Islands,72,29,0,43
4285,2020-06-26,Andhra Pradesh,11489,6147,146,5196
4286,2020-06-26,Arunachal Pradesh,174,124,1,49
4287,2020-06-26,Assam,6920,2663,9,4248
4288,2020-06-26,Bihar,8678,1953,56,6669
4289,2020-06-26,Chandigarh,425,84,6,335
4290,2020-06-26,Chattisgarh,2545,647,13,1885
4291,2020-06-26,Delhi,77240,27657,2492,47091
4292,2020-06-26,dadra and Nagar Haveli and daman and diu,169,119,0,50
4293,2020-06-26,Goa,1039,667,2,370
4294,2020-06-26,Gujarat,30158,6348,1772,22038
4295,2020-06-26,Himachal Pradesh,864,362,8,494
4296,2020-06-26,Haryana,12884,4657,211,8016
4297,2020-06-26,Jharkand,2294,635,12,1647
4298,2020-06-26,Jammu and Kashmir,6762,2591,91,4080
4299,2020-06-26,Karnataka,11005,3907,180,6918
4300,2020-06-26,kerala,3877,1848,23,2006
4301,2020-06-26,Ladakh,946,478,1,467
4302,2020-06-26,Maharashtra,152765,65844,7106,79815
4303,2020-06-26,Meghalaya,48,5,1,42
4304,2020-06-26,Manipur,1075,682,0,393
4305,2020-06-26,Madhya Pradesh,12798,2448,546,9804
4306,2020-06-26,Mizoram,147,100,0,47
4307,2020-06-26,Nagaland,371,209,0,162
4308,2020-06-26,Odisha,6180,1734,24,4422
4309,2020-06-26,Punjab,4957,1634,122,3201
4310,2020-06-26,Puducherry,534,322,9,203
4311,2020-06-26,Rajasthan,16660,3218,380,13062
4312,2020-06-26,Sikkim,87,48,0,39
4313,2020-06-26,Telangana,12349,7346,237,4766
4314,2020-06-26,Tamil Nadu,74622,32308,957,41357
4315,2020-06-26,Tripura,1330,267,1,1062
4317,2020-06-26,Uttar Pradesh,20943,6730,630,13583
4318,2020-06-26,Uttarkhand,2725,866,37,1822
4319,2020-06-26,West Bengal,16190,5039,616,10535
4320,2020-06-27,Andaman and Nicobar Islands,72,29,0,43
4321,2020-06-27,Andhra Pradesh,12285,6648,157,5480
4322,2020-06-27,Arunachal Pradesh,177,122,1,54
4323,2020-06-27,Assam,7166,2341,10,4815
4324,2020-06-27,Bihar,8980,1992,58,6930
4325,2020-06-27,Chandigarh,428,87,6,335
4326,2020-06-27,Chattisgarh,2610,660,13,1937
4327,2020-06-27,Delhi,80188,28329,2558,49301
4328,2020-06-27,dadra and Nagar Haveli and daman and diu,184,128,0,56
4329,2020-06-27,Goa,1128,706,2,420
4330,2020-06-27,Gujarat,30773,6566,1790,22417
4331,2020-06-27,Himachal Pradesh,894,385,8,501
4332,2020-06-27,Haryana,13427,4737,218,8472
4333,2020-06-27,Jharkand,2339,603,12,1724
4334,2020-06-27,Jammu and Kashmir,6966,2648,93,4225
4335,2020-06-27,Karnataka,11923,4443,191,7289
4336,2020-06-27,kerala,4072,1941,23,2108
4337,2020-06-27,Ladakh,960,405,1,554
4338,2020-06-27,Maharashtra,159133,67615,7273,84245
4339,2020-06-27,Meghalaya,48,5,1,42
4340,2020-06-27,Manipur,1092,660,0,432
4341,2020-06-27,Madhya Pradesh,12965,2444,550,9971
4342,2020-06-27,Mizoram,150,95,0,55
4343,2020-06-27,Nagaland,387,223,0,164
4344,2020-06-27,Odisha,6350,1719,25,4606
4345,2020-06-27,Punjab,5056,1608,128,3320
4346,2020-06-27,Puducherry,619,388,10,221
4347,2020-06-27,Rajasthan,16944,3186,391,13367
4348,2020-06-27,Sikkim,87,38,0,49
4349,2020-06-27,Telangana,13436,8265,243,4928
4350,2020-06-27,Tamil Nadu,78335,33216,1025,44094
4351,2020-06-27,Tripura,1339,260,1,1078
4353,2020-06-27,Uttar Pradesh,21549,6685,649,14215
4354,2020-06-27,Uttarkhand,2791,845,37,1909
4355,2020-06-27,West Bengal,16711,5293,629,10789
4356,2020-06-28,Andaman and Nicobar Islands,83,38,0,45
4357,2020-06-28,Andhra Pradesh,13098,7021,169,5908
4358,2020-06-28,Arunachal Pradesh,182,121,1,60
4359,2020-06-28,Assam,7493,2393,11,5089
4360,2020-06-28,Bihar,9224,2006,62,7156
4361,2020-06-28,Chandigarh,431,89,6,336
4362,2020-06-28,Chattisgarh,2694,619,13,2062
4363,2020-06-28,Delhi,83077,27847,2623,52607
4364,2020-06-28,dadra and Nagar Haveli and daman and diu,188,119,0,69
4365,2020-06-28,Goa,1198,717,3,478
4366,2020-06-28,Gujarat,31397,6780,1809,22808
4367,2020-06-28,Himachal Pradesh,916,390,8,518
4368,2020-06-28,Haryana,13829,4689,223,8917
4369,2020-06-28,Jharkand,2364,559,12,1793
4370,2020-06-28,Jammu and Kashmir,7093,2683,94,4316
4371,2020-06-28,Karnataka,13190,5474,207,7509
4372,2020-06-28,kerala,4190,2017,23,2150
4373,2020-06-28,Ladakh,963,376,1,586
4374,2020-06-28,Maharashtra,164626,70622,7429,86575
4375,2020-06-28,Meghalaya,50,7,1,42
